,symbol,name,time_stamp,time_high,time_low,open,close,high,low,market_cap,volume
710,BTC,Bitcoin,2022-11-06T23:59:59.999Z,2022-11-06T00:41:00.000Z,2022-11-06T23:58:00.000Z,21285.0566639114,20926.4859738215,21345.3767927888,20920.1906840362,401792318391.34,35082693210.3
711,ETH,Ethereum,2023-06-11T23:59:59.999Z,2023-06-11T20:12:00.000Z,2023-06-11T16:03:00.000Z,1752.5276212635,1753.4152398112,1776.8471935789,1741.1104892109,210808348254.2,4559112980.81
712,ETH,Ethereum,2023-03-12T23:59:59.999Z,2023-03-12T22:25:00.000Z,2023-03-12T12:14:00.000Z,1482.431942056,1590.2929484563,1607.1525918591,1461.6109236591,194610296521.5,11480965121.79
713,ETH,Ethereum,2023-03-08T23:59:59.999Z,2023-03-08T00:34:00.000Z,2023-03-08T23:59:00.000Z,1561.9778653796,1534.0882322774,1568.1753154707,1534.0882322774,187732308103.02,7130327525.13
714,ETH,Ethereum,2022-12-31T23:59:59.999Z,2022-12-31T14:32:00.000Z,2022-12-31T06:01:00.000Z,1199.3601096602,1196.7712389628,1205.0886613763,1194.2037582347,146453523490.15,3018513333.04
715,ETH,Ethereum,2022-11-01T23:59:59.999Z,2022-11-01T10:49:00.000Z,2022-11-01T14:14:00.000Z,1572.6453605386,1579.7045469065,1606.6057709697,1568.0985087477,193314548591.89,14507311208.29
716,USDT,Tether USDt,2023-02-06T23:59:59.999Z,2023-02-06T01:57:00.000Z,2023-02-06T21:10:00.000Z,1.0002087069,1.0001022765,1.0002736501,1.0000668676,68071593635.6,32088027093.5
717,USDT,Tether USDt,2022-11-26T23:59:59.999Z,2022-11-26T14:57:00.000Z,2022-11-26T06:57:00.000Z,0.9995770952,0.9995739628,0.9996259746,0.9995072439,65334834067.23,25190862392.68
718,USDT,Tether USDt,2022-10-13T23:59:59.999Z,2022-10-13T21:44:00.000Z,2022-10-13T01:25:00.000Z,0.9999827684,1.0000785233,1.0001360363,0.9999322342,68427231799.58,60450860334.72
719,USDT,Tether USDt,2022-09-07T23:59:59.999Z,2022-09-07T20:50:00.000Z,2022-09-07T11:53:00.000Z,1.0000106505,1.0001087743,1.0001779652,0.9999867572,67553051342.8,52755357560.57
720,BNB,BNB,2023-05-28T23:59:59.999Z,2023-05-28T23:33:00.000Z,2023-05-28T00:31:00.000Z,307.580706332,314.2700346947,314.4509820543,306.9979840626,48981213310.01,405623337.15
721,BNB,BNB,2023-04-06T23:59:59.999Z,2023-04-06T03:34:00.000Z,2023-04-06T10:49:00.000Z,314.0839675205,312.454637994,314.5912312474,311.0617455007,49332583159.41,530706217.34
722,BNB,BNB,2022-12-31T23:59:59.999Z,2022-12-31T14:31:00.000Z,2022-12-31T07:04:00.000Z,245.7886845509,246.3491895742,247.5836180818,245.1082517836,39407173515.71,307551853.14
723,ETH,Ethereum,2023-07-11T23:59:59.999Z,2023-07-11T06:31:00.000Z,2023-07-11T14:18:00.000Z,1880.6548636585,1878.3361077979,1889.381773215,1863.2186571799,225791368052.22,4905225891.57
724,ETH,Ethereum,2022-12-03T23:59:59.999Z,2022-12-03T00:07:00.000Z,2022-12-03T23:37:00.000Z,1294.45651757,1243.3348971959,1299.8403495372,1241.4319440295,152151698373.37,5672609405.27
725,USDT,Tether USDt,2023-04-06T23:59:59.999Z,2023-04-06T17:57:00.000Z,2023-04-06T07:48:00.000Z,1.0001648655,1.0005543343,1.0007500383,0.9996177116,80152190395.7,23758252948.61
726,BTC,Bitcoin,2023-04-13T23:59:59.999Z,2023-04-13T18:16:00.000Z,2023-04-13T00:20:00.000Z,29892.7394598771,30399.0663854918,30539.8464812825,29878.6221634081,588084165990.41,17487721001.39
727,BTC,Bitcoin,2023-04-06T23:59:59.999Z,2023-04-06T00:01:00.000Z,2023-04-06T10:38:00.000Z,28175.2270773749,28044.1397549441,28178.3843123757,27738.759361406,542349825341.83,13837809380.28
728,BNB,BNB,2023-08-15T23:59:59.999Z,2023-08-15T01:13:00.000Z,2023-08-15T19:16:00.000Z,240.3504669423,236.6795738891,240.4103015204,235.3605318349,36411284995.21,482870297.16
729,BNB,BNB,2023-04-03T23:59:59.999Z,2023-04-03T00:20:00.000Z,2023-04-03T21:04:00.000Z,313.9376631556,308.5623752866,314.0332467954,300.5087643474,48718247160.33,701865644.82
730,BNB,BNB,2022-11-22T23:59:59.999Z,2022-11-22T23:46:00.000Z,2022-11-22T08:25:00.000Z,254.0190876596,266.3243519237,266.8921589863,252.389956048,42604562672.57,800429058.43
731,ETH,Ethereum,2023-01-08T23:59:59.999Z,2023-01-08T23:59:00.000Z,2023-01-08T01:46:00.000Z,1264.1819188294,1287.3594420315,1287.3594420315,1260.2267778263,157539152133.39,3495088904.55
732,USDT,Tether USDt,2023-01-08T23:59:59.999Z,2023-01-08T12:54:00.000Z,2023-01-08T05:29:00.000Z,0.999895408,0.9999566431,1.000019205,0.9998437284,66269617017.21,14853747515.45
733,BNB,BNB,2023-02-10T23:59:59.999Z,2023-02-10T09:31:00.000Z,2023-02-10T05:39:00.000Z,306.0072687013,305.954125037,309.0569159858,303.0165838142,48309960943.04,492880078.22
734,BNB,BNB,2023-01-04T23:59:59.999Z,2023-01-04T17:52:00.000Z,2023-01-04T00:47:00.000Z,246.140899102,259.1196898961,260.5160533408,245.7049636711,41449837472.7,632924961.14
735,BNB,BNB,2022-10-17T23:59:59.999Z,2022-10-17T23:46:00.000Z,2022-10-17T04:23:00.000Z,272.5019368314,275.5125748919,275.8415272502,270.4273464165,44450444228.92,594844794.5
736,BNB,BNB,2022-10-01T23:59:59.999Z,2022-10-01T00:25:00.000Z,2022-10-01T18:10:00.000Z,284.2734081441,282.8719198429,285.1928745027,278.360895965,45637780786.73,593375648.12
737,ETH,Ethereum,2023-05-04T23:59:59.999Z,2023-05-04T10:38:00.000Z,2023-05-04T19:16:00.000Z,1905.1689840561,1877.7041428906,1915.8716856168,1868.6297278773,226030254515.46,6578438233.42
738,ETH,Ethereum,2023-05-03T23:59:59.999Z,2023-05-03T22:26:00.000Z,2023-05-03T13:09:00.000Z,1870.687115686,1904.651898117,1915.504184151,1845.8718323806,229285466097.66,8306390868.53
739,ETH,Ethereum,2023-03-18T23:59:59.999Z,2023-03-18T12:48:00.000Z,2023-03-18T16:32:00.000Z,1793.5923716621,1761.6596834205,1840.3575511541,1751.2628266022,215581106420.2,10317822213.18
740,ETH,Ethereum,2023-01-20T23:59:59.999Z,2023-01-20T23:53:00.000Z,2023-01-20T06:23:00.000Z,1552.3737123169,1659.7541193552,1659.8857920368,1544.917826188,203110528556.42,8528894753.59
741,ETH,Ethereum,2023-01-04T23:59:59.999Z,2023-01-04T18:52:00.000Z,2023-01-04T00:49:00.000Z,1214.718572718,1256.5265946029,1264.8074496975,1213.1688256424,153766017387.05,6404416892.95
742,USDT,Tether USDt,2023-05-09T23:59:59.999Z,2023-05-09T00:26:00.000Z,2023-05-09T20:06:00.000Z,1.0009343198,1.0007242911,1.001087951,1.0000804659,82398341542.09,22126554662.79
743,BTC,Bitcoin,2023-05-05T23:59:59.999Z,2023-05-05T17:05:00.000Z,2023-05-05T00:18:00.000Z,28851.4796617854,29534.384019705,29668.9076771209,28845.5105337151,571935354879.7,17936566518.34
744,BNB,BNB,2023-07-05T23:59:59.999Z,2023-07-05T05:17:00.000Z,2023-07-05T15:41:00.000Z,242.499487588,239.0810793664,243.8611121613,237.1201242786,37260898041.85,455501208.51
745,ETH,Ethereum,2022-12-16T23:59:59.999Z,2022-12-16T07:56:00.000Z,2022-12-16T23:35:00.000Z,1266.4606109871,1168.2593542392,1278.1569381742,1162.1757117767,142964413923.36,9297811507.17
746,USDT,Tether USDt,2023-07-30T23:59:59.999Z,2023-07-30T09:18:00.000Z,2023-07-30T12:00:00.000Z,1.0000789581,0.9998927779,1.0006202977,0.9997939055,83815697454.95,15914742869.77
747,USDT,Tether USDt,2023-04-17T23:59:59.999Z,2023-04-17T00:40:00.000Z,2023-04-17T15:47:00.000Z,1.0004101252,1.0005296347,1.0010241085,0.9999135383,80974676248.86,32406207872.24
748,BTC,Bitcoin,2023-03-10T23:59:59.999Z,2023-03-10T00:03:00.000Z,2023-03-10T11:25:00.000Z,20367.0017771358,20187.2436476163,20370.595398116,19628.2543094205,389890609883.9,39578257695.31
749,BTC,Bitcoin,2022-12-03T23:59:59.999Z,2022-12-03T00:07:00.000Z,2022-12-03T22:47:00.000Z,17090.0984850759,16908.236795124,17116.0408055326,16888.1408071604,325037180854.75,16217776703.79
750,BTC,Bitcoin,2022-10-24T23:59:59.999Z,2022-10-24T00:34:00.000Z,2022-10-24T14:28:00.000Z,19567.7695803849,19345.5723482851,19589.1245755281,19206.3243067081,371211779873.32,30202235804.59
751,ETH,Ethereum,2023-08-10T23:59:59.999Z,2023-08-10T14:01:00.000Z,2023-08-10T18:05:00.000Z,1854.3482991504,1850.7534547452,1863.3108900107,1845.4422955613,222372592138.08,3760304517.5
752,ETH,Ethereum,2023-07-10T23:59:59.999Z,2023-07-10T20:08:00.000Z,2023-07-10T00:19:00.000Z,1863.2401935872,1880.5564552602,1905.460815002,1848.7772587755,226058650339.34,6336468234.43
753,ETH,Ethereum,2023-06-05T23:59:59.999Z,2023-06-05T00:30:00.000Z,2023-06-05T16:04:00.000Z,1890.4176597218,1811.8283599458,1890.6404827704,1780.2115277046,217846438558.82,9246593033.12
754,ETH,Ethereum,2023-01-22T23:59:59.999Z,2023-01-22T18:10:00.000Z,2023-01-22T21:21:00.000Z,1627.3660029924,1628.3820424137,1658.0234136829,1612.0856948852,199271406209.81,7517988734.0
755,ETH,Ethereum,2022-09-27T23:59:59.999Z,2022-09-27T12:53:00.000Z,2022-09-27T18:26:00.000Z,1335.3370295983,1330.1277022309,1396.8915132209,1308.9914938255,163012762380.92,17870598937.1
756,USDT,Tether USDt,2022-12-14T23:59:59.999Z,2022-12-15T00:45:00.000Z,2022-12-14T11:21:00.000Z,1.0000280198,1.0001045129,1.0001415901,0.9999641821,65979015051.75,31872407236.04
757,BTC,Bitcoin,2023-08-27T23:59:59.999Z,2023-08-27T17:02:00.000Z,2023-08-27T01:43:00.000Z,26008.2418008294,26089.6934716635,26165.3724382761,25965.0975389949,507949530130.7,6913768611.22
758,BTC,Bitcoin,2023-05-02T23:59:59.999Z,2023-05-02T19:12:00.000Z,2023-05-02T05:07:00.000Z,28087.174969792,28680.5369679129,28881.2983804636,27924.1236749807,555325979264.04,16432924526.63
759,BTC,Bitcoin,2023-05-01T23:59:59.999Z,2023-05-01T00:50:00.000Z,2023-05-01T20:59:00.000Z,29227.1039819099,28091.5688038924,29329.9362211056,27680.7926396911,543900696259.74,18655599976.36
760,BTC,Bitcoin,2022-12-10T23:59:59.999Z,2022-12-10T16:04:00.000Z,2022-12-10T23:53:00.000Z,17134.2213652805,17128.7237102156,17216.8255926135,17120.6843227631,329389313682.63,12706781968.8
761,BNB,BNB,2023-07-31T23:59:59.999Z,2023-07-31T02:37:00.000Z,2023-07-31T21:04:00.000Z,242.5195979582,241.120655869,244.2025723965,240.7644436815,37097683428.26,1092564921.58
762,BNB,BNB,2023-01-07T23:59:59.999Z,2023-01-07T01:01:00.000Z,2023-01-07T00:11:00.000Z,259.8549018262,261.2828502948,262.9636588184,259.5932868892,41795720411.57,327712513.67
763,ETH,Ethereum,2023-08-19T23:59:59.999Z,2023-08-19T16:48:00.000Z,2023-08-19T07:04:00.000Z,1660.8443487688,1669.4718707311,1693.2280915156,1654.075843109,200689358850.73,4871231359.97
764,ETH,Ethereum,2023-06-08T23:59:59.999Z,2023-06-08T15:54:00.000Z,2023-06-08T03:33:00.000Z,1832.5135456548,1846.3018693826,1861.136144935,1830.165057854,221982607204.4,4536041930.6
765,ETH,Ethereum,2023-05-17T23:59:59.999Z,2023-05-17T01:39:00.000Z,2023-05-17T14:39:00.000Z,1824.0684051134,1821.8595805464,1835.5546019973,1786.6719990036,219138701233.08,6352161578.89
766,ETH,Ethereum,2023-04-03T23:59:59.999Z,2023-04-03T18:57:00.000Z,2023-04-03T01:48:00.000Z,1794.9224275133,1810.2971389314,1839.1577971091,1765.5188951201,218064367254.84,9643826400.76
767,ETH,Ethereum,2023-02-27T23:59:59.999Z,2023-02-27T14:04:00.000Z,2023-02-27T20:07:00.000Z,1640.7636662849,1634.3263684101,1662.5757164092,1615.3879162265,199998836364.05,7239824677.24
768,USDT,Tether USDt,2023-04-14T23:59:59.999Z,2023-04-14T06:04:00.000Z,2023-04-14T00:42:00.000Z,1.0010594375,1.0007217202,1.0013363593,0.9999353755,80823595399.03,43263085147.71
769,USDT,Tether USDt,2023-02-28T23:59:59.999Z,2023-02-28T08:11:00.000Z,2023-02-28T04:31:00.000Z,1.0001403054,1.0001539861,1.0002552825,1.0000776343,70941051092.61,29878544329.34
770,USDT,Tether USDt,2022-10-07T23:59:59.999Z,2022-10-07T08:56:00.000Z,2022-10-07T14:21:00.000Z,1.0001274404,1.0001222016,1.0002121259,1.0000583602,68341409502.0,38019451874.25
771,BNB,BNB,2023-01-13T23:59:59.999Z,2023-01-13T22:44:00.000Z,2023-01-13T14:04:00.000Z,287.8115083638,293.7330138529,295.2747942223,285.191207823,46986237688.09,561853825.0
772,BNB,BNB,2023-01-03T23:59:59.999Z,2023-01-03T06:31:00.000Z,2023-01-03T17:01:00.000Z,245.5521403242,246.1333573022,246.8314561559,244.7840466464,39372532274.58,377452410.46
773,ETH,Ethereum,2023-06-25T23:59:59.999Z,2023-06-25T06:27:00.000Z,2023-06-25T00:44:00.000Z,1875.8491070016,1900.5061356568,1929.0790552872,1870.850099511,228424935740.82,6937581708.87
774,ETH,Ethereum,2023-03-13T23:59:59.999Z,2023-03-13T15:32:00.000Z,2023-03-13T09:39:00.000Z,1590.8311873178,1680.3089961384,1699.9117256812,1572.0746525543,205625908298.01,15711468958.75
775,USDT,Tether USDt,2023-06-17T23:59:59.999Z,2023-06-17T22:31:00.000Z,2023-06-17T05:54:00.000Z,0.9993556912,0.9997043853,1.0001181085,0.9990030012,83542880482.78,16785486745.43
776,USDT,Tether USDt,2022-11-13T23:59:59.999Z,2022-11-13T21:05:00.000Z,2022-11-13T09:10:00.000Z,0.9986169538,0.9987545984,0.9990664829,0.9984625638,66350624518.37,40189889540.01
777,USDT,Tether USDt,2022-09-08T23:59:59.999Z,2022-09-08T00:55:00.000Z,2022-09-08T07:43:00.000Z,1.0000973547,1.0001022883,1.0001728517,1.0000142203,67552613240.04,49640976410.74
778,BTC,Bitcoin,2023-04-15T23:59:59.999Z,2023-04-15T00:28:00.000Z,2023-04-15T17:37:00.000Z,30490.7492724237,30318.4969530646,30601.7401642927,30245.881938716,586582359795.4,11940685377.62
779,BTC,Bitcoin,2023-04-07T23:59:59.999Z,2023-04-07T00:57:00.000Z,2023-04-07T07:57:00.000Z,28038.9669696205,27925.8594084129,28111.5932841216,27794.0318258101,540086456069.02,10861680497.27
780,BTC,Bitcoin,2023-01-13T23:59:59.999Z,2023-01-13T22:44:00.000Z,2023-01-13T00:46:00.000Z,18868.9059378421,19909.5746247506,19964.3227279643,18753.1642622097,383483154873.96,29225029693.63
781,BTC,Bitcoin,2022-12-26T23:59:59.999Z,2022-12-26T23:58:00.000Z,2022-12-26T16:04:00.000Z,16842.2493105753,16919.8051749285,16920.1236404674,16812.3700759233,325604307791.2,11886957803.69
782,BTC,Bitcoin,2022-11-17T23:59:59.999Z,2022-11-17T01:18:00.000Z,2022-11-17T04:13:00.000Z,16670.4267562003,16687.5179505411,16726.4388447882,16460.6834870428,320570440520.86,27868914021.95
783,BTC,Bitcoin,2022-09-27T23:59:59.999Z,2022-09-27T12:52:00.000Z,2022-09-27T18:25:00.000Z,19221.8407127512,19110.5465509918,20338.4554611365,18915.6687222744,366202733264.3,58571439618.96
784,BNB,BNB,2023-08-27T23:59:59.999Z,2023-08-27T17:01:00.000Z,2023-08-27T04:31:00.000Z,216.3699467882,218.3580031903,219.5391816109,216.0804044823,33594578271.57,325410552.94
785,BNB,BNB,2022-10-05T23:59:59.999Z,2022-10-05T00:07:00.000Z,2022-10-05T14:22:00.000Z,296.2894525877,294.1376719519,296.3330680073,289.9037493362,47455366376.12,656837387.77
786,ETH,Ethereum,2023-04-15T23:59:59.999Z,2023-04-15T11:22:00.000Z,2023-04-15T01:25:00.000Z,2101.616398405,2092.4668534715,2111.0753481017,2076.5107395038,251325536962.21,8036468152.59
787,ETH,Ethereum,2022-10-26T23:59:59.999Z,2022-10-26T14:47:00.000Z,2022-10-26T00:15:00.000Z,1461.1331942544,1566.566631173,1584.6367646807,1460.4286670437,191706811085.26,32705548426.58
788,ETH,Ethereum,2022-10-15T23:59:59.999Z,2022-10-15T04:05:00.000Z,2022-10-15T23:04:00.000Z,1297.3059342988,1274.87164808,1300.7459560151,1268.4684651013,156569408718.13,6798512623.95
789,USDT,Tether USDt,2023-08-19T23:59:59.999Z,2023-08-19T18:01:00.000Z,2023-08-19T01:29:00.000Z,0.9997168716,0.999859821,1.000446442,0.9994649963,82834870746.69,17888080535.47
790,USDT,Tether USDt,2023-04-23T23:59:59.999Z,2023-04-23T15:29:00.000Z,2023-04-23T22:10:00.000Z,1.0001385327,1.0000229905,1.0007722871,0.999698247,81443741281.11,19881820238.1
791,USDT,Tether USDt,2023-03-20T23:59:59.999Z,2023-03-20T11:08:00.000Z,2023-03-20T19:22:00.000Z,1.0030471336,1.0017904003,1.0038020237,1.000975823,76246216707.73,54497686906.72
792,USDT,Tether USDt,2023-01-19T23:59:59.999Z,2023-01-19T11:09:00.000Z,2023-01-19T20:57:00.000Z,0.9999902631,1.0000232995,1.0000947163,0.9999473377,66486384877.19,25966707877.64
793,USDT,Tether USDt,2022-11-25T23:59:59.999Z,2022-11-25T22:53:00.000Z,2022-11-25T00:04:00.000Z,0.9994165299,0.9995775176,0.9995902422,0.9994035725,65335066419.84,25728613650.4
794,USDT,Tether USDt,2022-10-11T23:59:59.999Z,2022-10-11T02:08:00.000Z,2022-10-11T23:45:00.000Z,1.0000088311,0.999901447,1.0000651463,0.9998891428,68415115914.08,38468219591.64
795,USDT,Tether USDt,2022-09-29T23:59:59.999Z,2022-09-29T17:27:00.000Z,2022-09-29T01:02:00.000Z,0.9999967868,1.0000793856,1.0000971066,0.9999280779,67961601505.29,52649004465.68
796,BTC,Bitcoin,2023-09-01T23:59:59.999Z,2023-09-01T12:24:00.000Z,2023-09-01T17:42:00.000Z,25934.0208061586,25800.7243726077,26125.8697737206,25362.6091281569,502435875823.55,17202862221.48
797,BTC,Bitcoin,2023-05-18T23:59:59.999Z,2023-05-18T12:17:00.000Z,2023-05-18T17:58:00.000Z,27401.650207989,26832.209300486,27466.5275901847,26415.1014830457,519935930271.57,15222938600.41
798,BTC,Bitcoin,2023-01-11T23:59:59.999Z,2023-01-11T23:38:06.000Z,2023-01-11T15:58:00.000Z,17446.3602720665,17943.8976294683,17987.6335493591,17337.9949977618,346303640718.24,18307186523.32
799,BTC,Bitcoin,2022-12-02T23:59:59.999Z,2022-12-02T23:59:00.000Z,2022-12-02T14:09:00.000Z,16968.6832614793,17088.6604094023,17088.6604094023,16877.8815958777,328491679165.28,19539705127.46
800,BTC,Bitcoin,2022-09-21T23:59:59.999Z,2022-09-21T18:01:00.000Z,2022-09-21T22:20:00.000Z,18891.2828895318,18547.3997598262,19674.6303314785,18290.315188225,355314855623.96,46363793974.56
801,BNB,BNB,2023-05-10T23:59:59.999Z,2023-05-10T21:01:00.000Z,2023-05-10T17:22:00.000Z,312.4984320789,314.5774513777,316.677877831,308.8152924427,49030236315.4,545212279.98
802,ETH,Ethereum,2023-07-31T23:59:59.999Z,2023-07-31T00:50:00.000Z,2023-07-31T21:03:00.000Z,1861.7552171849,1856.1623397384,1875.6294465554,1851.9153704333,223070797299.17,4391613313.66
803,ETH,Ethereum,2023-07-08T23:59:59.999Z,2023-07-08T01:01:00.000Z,2023-07-08T20:21:00.000Z,1871.0020740026,1865.5396023891,1872.5015981021,1844.6417817998,224254934504.45,4299007853.56
804,ETH,Ethereum,2022-12-28T23:59:59.999Z,2022-12-28T01:35:00.000Z,2022-12-28T22:31:00.000Z,1212.7366038914,1189.9860598507,1213.1289311338,1185.7022087846,145623194889.22,4991669630.7
805,USDT,Tether USDt,2023-05-13T23:59:59.999Z,2023-05-13T01:24:00.000Z,2023-05-13T03:46:00.000Z,1.0005124219,1.0005588346,1.0010328088,1.0002410498,82843505411.34,15655448449.16
806,USDT,Tether USDt,2023-04-26T23:59:59.999Z,2023-04-26T20:08:00.000Z,2023-04-26T19:41:00.000Z,1.0000792457,1.0002824194,1.0008960099,0.9995847435,81599877414.72,43664074715.8
807,BTC,Bitcoin,2023-07-13T23:59:59.999Z,2023-07-13T19:32:00.000Z,2023-07-13T04:12:00.000Z,30387.4891966463,31476.0493854442,31814.5148120678,30268.3524866199,611535352757.7,23686079547.52
808,BTC,Bitcoin,2023-03-17T23:59:59.999Z,2023-03-17T22:49:00.000Z,2023-03-17T00:40:00.000Z,25055.12321927,27423.9306340492,27787.8122252255,24955.1690552856,529839581714.46,50730261335.05
809,BTC,Bitcoin,2023-02-14T23:59:59.999Z,2023-02-14T15:16:00.000Z,2023-02-14T14:33:00.000Z,21801.8231464442,22220.8041436975,22293.1400934501,21632.3939838592,428662088256.18,26792596580.6
810,BTC,Bitcoin,2023-01-20T23:59:59.999Z,2023-01-20T23:23:00.000Z,2023-01-20T08:34:00.000Z,21085.3723377742,22676.5517588881,22692.3578308247,20919.1259836821,436928964721.29,28799154319.0
811,BTC,Bitcoin,2023-01-07T23:59:59.999Z,2023-01-07T01:04:00.000Z,2023-01-07T12:13:00.000Z,16952.1169810139,16955.0774351588,16975.016620564,16914.1920801119,326478273136.7,7714767174.32
812,BTC,Bitcoin,2022-10-17T23:59:59.999Z,2022-10-17T13:45:00.000Z,2022-10-17T04:12:00.000Z,19268.5621023075,19550.7572999132,19635.8022813631,19173.3347235856,375024092833.74,27472552998.34
813,BNB,BNB,2023-05-18T23:59:59.999Z,2023-05-18T03:50:00.000Z,2023-05-18T18:19:00.000Z,314.0912082655,309.4567063255,314.6662805552,306.6496136314,48231592172.97,383049497.67
814,ETH,Ethereum,2023-06-27T23:59:59.999Z,2023-06-27T17:01:00.000Z,2023-06-27T00:36:00.000Z,1859.3462129181,1889.7033733015,1911.3111560326,1856.8383903821,227116881653.75,7686042202.44
815,ETH,Ethereum,2023-01-11T23:59:59.999Z,2023-01-11T23:59:00.000Z,2023-01-11T15:58:00.000Z,1336.4867782191,1387.9327050848,1387.9327050848,1323.5830689818,169846691171.36,6314904310.54
816,USDT,Tether USDt,2023-02-16T23:59:59.999Z,2023-02-16T15:20:00.000Z,2023-02-16T22:08:00.000Z,1.0002246692,1.0001634308,1.0003160849,1.0000940341,69797136165.66,57045633961.32
817,USDT,Tether USDt,2023-02-12T23:59:59.999Z,2023-02-12T12:44:00.000Z,2023-02-12T20:40:00.000Z,1.0001466388,1.0002100799,1.0002861782,1.0001083414,68401008692.56,24662650243.65
818,USDT,Tether USDt,2022-11-23T23:59:59.999Z,2022-11-23T23:44:00.000Z,2022-11-23T02:32:00.000Z,0.9991663683,0.9991943277,0.9992348377,0.9989536828,65455873608.79,45720458650.97
819,BTC,Bitcoin,2023-08-26T23:59:59.999Z,2023-08-26T02:17:00.000Z,2023-08-26T12:46:00.000Z,26047.2352396372,26008.462659668,26107.3842905801,25983.8782739266,506348824288.34,6034817316.31
820,BTC,Bitcoin,2023-05-08T23:59:59.999Z,2023-05-08T00:28:00.000Z,2023-05-08T20:11:00.000Z,28450.4574779637,27694.2728962731,28663.2723318452,27310.1356123737,536375393861.25,19122903752.39
821,BTC,Bitcoin,2022-12-21T23:59:59.999Z,2022-12-21T00:10:00.000Z,2022-12-21T20:13:00.000Z,16904.5273540499,16817.534386551,16916.7998823679,16755.912213186,323570505189.58,14882945044.81
822,BNB,BNB,2023-08-12T23:59:59.999Z,2023-08-12T13:34:00.000Z,2023-08-12T00:13:00.000Z,239.7035625022,240.2736169342,241.0026122047,239.4037738667,36966826102.04,284512148.64
823,BNB,BNB,2023-02-06T23:59:59.999Z,2023-02-06T16:08:00.000Z,2023-02-06T05:32:00.000Z,327.8618559515,324.627182488,330.9574370015,321.9461431723,51258714744.82,521894603.82
824,ETH,Ethereum,2023-06-26T23:59:59.999Z,2023-06-26T14:00:00.000Z,2023-06-26T17:17:00.000Z,1900.050251713,1859.4328584009,1905.360466993,1840.2150420901,223481844153.87,8619702291.5
825,ETH,Ethereum,2022-12-08T23:59:59.999Z,2022-12-08T19:02:00.000Z,2022-12-08T01:46:00.000Z,1232.4518431417,1281.1163124108,1286.2297441539,1226.3584871723,156775156224.41,6227269815.49
826,USDT,Tether USDt,2023-07-18T23:59:59.999Z,2023-07-18T12:32:00.000Z,2023-07-18T14:14:00.000Z,1.000271784,1.0001575981,1.0007226653,0.9995617279,83763677143.46,22117323144.86
827,USDT,Tether USDt,2023-06-30T23:59:59.999Z,2023-06-30T17:44:00.000Z,2023-06-30T14:59:00.000Z,0.9997016024,1.0000812648,1.0006381412,0.9992003701,83384488052.59,43642431673.3
828,USDT,Tether USDt,2022-12-16T23:59:59.999Z,2022-12-16T22:40:00.000Z,2022-12-16T03:58:00.000Z,1.0000766849,1.0001566307,1.0001802163,1.0000229965,66050364004.88,31897990626.94
829,BTC,Bitcoin,2023-08-15T23:59:59.999Z,2023-08-15T15:04:00.000Z,2023-08-15T19:12:00.000Z,29408.048589907,29170.3472059942,29439.1204218858,29088.8532768829,567610646871.25,12640195779.03
830,BTC,Bitcoin,2023-05-26T23:59:59.999Z,2023-05-26T14:35:00.000Z,2023-05-26T06:04:00.000Z,26474.1824692754,26719.2909846173,26916.669912854,26343.9491574985,517943916949.93,12711619225.45
831,BTC,Bitcoin,2023-02-09T23:59:59.999Z,2023-02-09T01:03:00.000Z,2023-02-09T22:58:00.000Z,22946.5655186068,21819.0399147365,22996.4375107837,21773.9746140573,420806214870.32,32572572185.34
832,BTC,Bitcoin,2022-12-08T23:59:59.999Z,2022-12-08T20:06:00.000Z,2022-12-08T11:49:00.000Z,16847.350249704,17233.4740199151,17267.9157630195,16788.7838235415,331370511897.98,20496603769.86
833,BNB,BNB,2023-07-25T23:59:59.999Z,2023-07-25T03:07:00.000Z,2023-07-25T14:52:00.000Z,238.9640995501,237.8085628438,239.6372021638,236.9994122967,36588314323.11,366519529.15
834,BNB,BNB,2023-07-01T23:59:59.999Z,2023-07-01T21:31:00.000Z,2023-07-01T00:00:00.000Z,240.3869056243,247.7594298252,248.4702577285,240.3869056243,38613586662.36,603755323.06
835,BNB,BNB,2023-03-26T23:59:59.999Z,2023-03-26T23:22:00.000Z,2023-03-26T00:34:00.000Z,322.6365168466,328.8879903552,329.5675231945,322.0966354229,51927975468.22,363216135.79
836,BNB,BNB,2023-03-19T23:59:59.999Z,2023-03-19T19:35:00.000Z,2023-03-19T00:00:00.000Z,331.5301725655,336.9782294811,341.8165811997,331.5301725655,53205871424.8,705888291.72
837,BNB,BNB,2023-02-21T23:59:59.999Z,2023-02-21T08:28:00.000Z,2023-02-21T22:04:00.000Z,315.399360286,311.4720077613,316.997293842,309.9552620398,49180469394.39,579359973.48
838,BNB,BNB,2023-01-17T23:59:59.999Z,2023-01-17T14:26:00.000Z,2023-01-17T01:25:00.000Z,299.0591104566,299.8245355969,304.788155197,296.974787035,47343587830.32,529752305.39
839,BNB,BNB,2022-10-18T23:59:59.999Z,2022-10-18T00:04:00.000Z,2022-10-18T19:17:00.000Z,275.5345169357,273.2145542827,275.8152406069,270.5331929221,44079687877.9,599934776.01
